"id","code","name","level"
"932","I030502","Bed Runner","4"
"933","I030503","Sham & Bed Skirt","4"
"934","I030504","Pelindung Bantal","4"
"935","I030505","Aksesoris Tempat Tidur Lainnya","4"
"937","I0401","Peralatan Mandi","3"
"938","I040101","Aksesoris Shower","4"
"939","I04010101","Tirai Shower","5"
"940","I04010102","Rel & Cincin Tirai","5"
"941","I04010103","Tempat & Gantungan Shower","5"
"942","I040102","Tempat Penyimpan Kamar Mandi","4"
"943","I04010201","Keranjang Sampah Kamar Mandi","5"
"944","I04010202","Rak & Lemari Handuk","5"
"945","I04010203","Laci Kamar Mandi","5"
"946","I04010204","Fitting Kamar Mandi","5"
"947","I040103","Aksesoris Kamar Mandi","4"
"948","I04010301","Cermin Kamar mandi","5"
"949","I04010302","Cermin Kosmetik & Cukur","5"
"950","I04010303","Kotak P3K","5"
"951","I04010304","Piring Sabun","5"
"952","I04010305","Dispenser Sabun Cair","5"
"953","I04010306","Kotak tissue","5"
"954","I04010307","Sikat Toilet","5"
"955","I04010308","Gelas Kamar Mandi","5"
"956","I04010309","Kotak Obat","5"
"957","I04010310","Timbangan Kamar Mandi","5"
"958","I04010311","Tempat Sikat Gigi","5"
"959","I04010312","Tempat tissue Toilet","5"
"960","I04010313","Gantungan Handuk & Penghangat","5"
"961","I04010314","Tirai Toilet","5"
"962","I0402","Handuk","3"
"963","I040201","Handuk Mandi","4"
"964","I040202","Handuk Tangan","4"
"965","I040203","Handuk Wajah","4"
"966","I040204","Handuk Pantai","4"
"967","I040205","Handuk & Jubah Mandi Bayi","4"
"968","I040206","Handuk Anak","4"
"969","I040207","Alas Kamar Mandi","4"
"970","I040208","Jubah Mandi","4"
"972","I0501","Isi & Sarung Bantal Dekorasi","3"
"973","I050101","Sarung Bantal","4"
"974","I050102","Isi Bantal","4"
"975","I050103","Bantal","4"
"976","I0502","Cermin","3"
"977","I050201","Cermin Berdiri","4"
"978","I050202","Cermin Genggam","4"
"979","I050203","Cermin Travel","4"
"980","I050204","Cermin Dinding","4"
"981","I050205","Cermin Kamar Mandi","4"
"982","I050206","Cermin Kosmetik & Cukur","4"
"983","I0503","Gorden & Tirai","3"
"984","I050301","Tirai & Hiasan","4"
"985","I050302","Kelambu Jendela","4"
"986","I050303","Krey Jendela","4"
"987","I050304","Penutup Jendela","4"
"988","I050305","Panel","4"
"989","I0504","Jam","3"
"990","I050401","Jam Alarm","4"
"991","I050402","Jam Dinding","4"
"992","I050403","Jam Khusus","4"
"993","I0505","Tikar & Karpet","3"
"994","I050501","Alas","4"
"995","I050502","Karpet Lorong","4"
"996","I050503","Karpet Rajut","4"
"997","I050504","Karpet Rajut Mesin","4"
"998","I050505","Karpet Rajutan","4"
"999","I050506","Karpet Rajut Tangan","4"
"1000","I050507","Alas Karpet","4"
"1001","I050508","Karpet Dapur","4"
"1002","I050509","Karpet Outdoor","4"
"1003","I050510","Karpet Ubin","4"
"1004","I050511","Karpet Anak","4"
"1005","I050512","Karpet Kulit Hewan","4"
"1006","I050513","Karpet Oriental & Tradisional","4"
"1007","I050514","Karpet Bulu","4"
"1008","I0506","Hiasan Dinding","3"
"1009","I050601","Lukisan","4"
"1010","I050602","Poster & Cetak","4"
"1011","I050603","Stiker Dinding","4"
"1012","I050604","Permadani Dinding","4"
"1013","I050605","Kaligrafi","4"
"1014","I050606","Dekorasi Dinding Lainnya","4"
"1015","I0507","Dekorasi Rumah Lainnya","3"
"1016","I050701","Vas & Bejana","4"
"1017","I050702","Kotak & Keranjang Hias","4"
"1018","I050703","Piring & Mangkuk Hias","4"
"1019","I050704","Bingkai","4"
"1020","I050705","Patung & Pajangan","4"
"1021","I050706","Bookend","4"
"1022","I050707","Globe","4"
"1023","I050708","Lilin & Tempat Lilin","4"
"1024","I050709","Bunga & Tanaman Artifisial","4"
"1025","I050710","Wewangian Rumah","4"
"1026","I050711","Pemisah Ruangan","4"
"1027","I050712","Keset","4"
"1028","I050713","Penahan Pintu","4"
"1029","I050714","Kain Penutup","4"
"1030","I050715","Lemari & Kotak Perhiasan","4"
"1031","I050716","Aksen Dekorasi Rumah","4"
"1033","I0601","Perabotan Dapur","3"
"1034","I060101","Bak Cuci Piring","4"
"1035","I060102","Aksesoris Bak Cuci Piring","4"
"1036","I060103","Saringan Keran Bak Cuci Piring","4"
"1037","I060104","Dispenser Air Berdiri & Cooler","4"
"1038","I060105","Keran Cuci Piring & Bar","4"
"1039","I060106","Pembuangan Sampah","4"
"1040","I060107","Penyaring Teko","4"
"1041","I0602","Perlengkapan Kamar Mandi","3"
"1042","I060201","Wastafel Kamar Mandi","4"
"1043","I060202","Keran Wastafel Kamar Mandi","4"
"1044","I060203","Keran Shower & Bak Mandi","4"
"1045","I060204","Bak Mandi","4"
"1046","I060205","Toilet Bidet & Aksesoris","4"
"1047","I060206","Peralatan Cuci","4"
"1048","I060207","Toilet & Perlengkapan Toilet","4"
"1049","I06020701","Toilet","5"
"1050","I06020702","Kursi Toilet","5"
"1051","I06020703","Gayung","5"
"1052","I06020704","Tangki Toilet","5"
"1053","I06020705","Urinal","5"
"1054","I060208","Laundry & Utility Fixtures","4"
"1055","I060209","Shower","4"
"1056","I0603","Penerangan & Komponen","3"
"1057","I060301","LED","4"
"1058","I060302","Penghemat Energi","4"
"1059","I060303","Lampu Darurat","4"
"1060","I0604","Lantai","3"
"1061","I060401","Lantai Kayu","4"
"1062","I060402","Lantai Laminasi","4"
"1063","I060403","Lantai Vinyl","4"
"1064","I060404","Lantai Bambu","4"
"1065","I060405","Keramik Dinding & Lantai","4"
"1066","I060406","Logam Perak Mosaik Ubin Aksen","4"
"1067","I060407","Lantai Keramik","4"
"1068","I060408","Perekat & Mortar","4"
"1069","I060409","Alas Ubin","4"
"1070","I060410","Aksesoris Lantai","4"
"1071","I0605","Ledeng","3"
"1072","I060501","Ledeng Berat","4"
"1073","I060502","Saringan","4"
"1074","I060503","Komponen & Suku Cadang Ledeng","4"
"1075","I060504","Katup","4"
"1076","I060505","Selang & Pipa","4"
"1077","I0606","Perkakas","3"
"1078","I060601","Paku, Sekrup & Pengencang","4"
"1079","I06060101","Paku","5"
"1080","I06060102","Staples","5"
"1081","I06060103","Sekrup","5"
"1082","I06060104","Pengencang","5"
"1083","I06060105","Baut","5"
"1084","I06060106","Lainnya","5"
"1085","I060602","Perkakas Furnitur","4"
"1086","I06060201","Bantalan Mebel","5"
"1087","I06060202","Roda","5"
"1088","I06060203","Alas Kaki Meja/Kursi","5"
"1089","I06060204","Alas Penggeser Furnitur","5"
"1090","I060603","Perekat & Penyegel","4"
"1091","I06060301","Lem Kayu","5"
"1092","I06060302","Selotip","5"
"1093","I06060303","Lakban","5"
"1094","I060604","Terpal & Pengait","4"
"1095","I06060401","Pasak & Pengait","5"
"1096","I06060402","Terpal","5"
"1097","I060605","Perkakas & Kunci Pintu","4"
"1098","I06060501","Alas Bawah Pintu","5"
"1099","I06060502","Kunci & Gerendel","5"
"1100","I06060503","Rantai Pintu & Aksesoris Lainnya","5"
"1101","I060606","Gantungan Lukisan","4"
"1102","I0607","Keamanan","3"
"1103","I060701","Perlengkapan Keamanan Kerja","4"
"1104","I06070101","Perlindungan Telinga","5"
"1105","I06070102","Perlindungan Mata","5"
"1106","I06070103","Helm, Topi, & Tutup Kepala","5"
"1107","I06070104","Pad Lutut & Siku","5"
"1108","I06070105","Masker & Penyaring","5"
"1109","I06070106","Cone Pengaman & Pita","5"
"1110","I06070107","Aksesoris Lainnya","5"
"1111","I060702","Ikat Pinggang Peralatan & Baju Keamanan Kerja","4"
"1112","I06070201","Celemek Kerja","5"
"1113","I06070202","Kover & Scrub","5"
"1114","I06070203","Sarung Tangan","5"
"1115","I06070204","Jaket Kerja","5"
"1116","I06070205","Celana Kerja","5"
"1117","I06070206","Baju Kerja Hujan","5"
"1118","I06070207","Kemeja Kerja","5"
"1119","I06070208","Celana Kerja Panjang","5"
"1120","I06070209","Tali Pendukung & Harness","5"
"1121","I06070210","Sabuk","5"
"1122","I06070211","Rompi Kerja","5"
"1123","I06070212","Sepatu Pengaman","5"
"1124","I060703","Alarm & Sensor Rumah","4"
"1125","I0608","Pagar & Gerbang","3"
"1126","I0609","Peralatan Listrik & Genggam","3"
"1127","I060901","Peralatan Genggam","4"
"1128","I06090101","Komunikasi","5"
"1129","I06090102","Jerigen","5"
"1130","I06090103","Keranjang Dorong & Dolly","5"
"1131","I06090104","Barang-barang Industri","5"
"1132","I06090105","Lampu Penerangan Tempat Kerja","5"
"1133","I06090106","Rop","5"
"1134","I06090107","Rantai","5"
"1135","I06090108","Kait","5"
"1136","I06090109","Keselamatan Rumah","5"
"1137","I06090110","Caulking Gun","5"
"1138","I06090111","Pahat, Pendorong & Pin","5"
"1139","I06090112","Penjepit","5"
"1140","I06090113","Peralatan Pembersih","5"
"1141","I06090114","Pengencang, Perekat & Solder","5"
"1142","I06090115","Alat Kikir","5"
"1143","I06090116","Palu","5"
"1144","I06090117","Kunci L Hex & Spline","5"
"1145","I06090118","Peralatan Pemeriksa","5"
"1146","I06090119","Pisau & Alat Serbaguna","5"
"1147","I06090120","Alat Penanda","5"
"1148","I06090121","Alat Ukur","5"
"1149","I06090122","Tang","5"
"1150","I06090123","Alat Pencungkil","5"
"1151","I06090124","Stop Kontak & Ratchet","5"
"1152","I06090125","Gergaji","5"
"1153","I06090126","Gunting & Pemotong","5"
"1154","I06090127","Sekrup & Mur","5"
"1155","I06090128","Pisau Swiss","5"
"1156","I06090129","Alat Perkakas","5"
"1157","I06090130","Sekop","5"
"1158","I06090131","Derek","5"
"1159","I06090132","Kunci Pas","5"
"1160","I060902","Tangga & Pijakan","4"
"1161","I060903","Peralatan Listrik","4"
"1162","I06090301","Chuck","5"
"1163","I06090302","Combo Kit","5"
"1164","I06090303","Palu Penghancur","5"
"1165","I06090304","Obeng Elektrik","5"
"1166","I06090305","Pistol Pelumas","5"
"1167","I06090306","Amplas Listrik","5"
"1168","I06090307","Kunci Pas","5"
"1169","I06090308","Jointer","5"
"1170","I06090309","Stapler & Pisau Paku","5"
"1171","I06090310","Planer","5"
"1172","I06090311","Bor Listrik","5"
"1173","I06090312","Power Routers","5"
"1174","I06090313","Amplas Elektrik","5"
"1175","I06090314","Gergaji Listrik","5"
"1176","I06090315","Gunting Besi","5"
"1177","I06090316","Peralatan Las","5"
"1178","I06090317","Peralatan Listrik Outdoor","5"
"1179","I06090318","Lainnya","5"
"1180","I060904","Aksesoris Peralatan Listrik","4"
"1181","I06090401","Baterai & Charger","5"
"1182","I06090402","Amplas","5"
"1183","I06090403","Arbor","5"
"1184","I06090404","Mata Bor","5"
"1185","I06090405","Mata Pisau","5"
"1186","I06090406","Alat Pemotong","5"
"1187","I06090407","Aksesoris Bor & Mata Bor","5"
"1188","I06090408","Extractor","5"
"1189","I06090409","Lubang Gergaji","5"
"1190","I06090410","Mandrel","5"
"1191","I06090411","Power Tool Consumable","5"
"1192","I06090412","Router Bit","5"
"1193","I06090413","Aksesoris & Perkakas","5"
"1194","I0610","Pemeliharaan Rumah","3"
"1195","I061001","Pembersih Rumah Tangga","4"
"1196","I06100101","Peralatan Pembersih Dapur","5"
"1197","I06100102","Penggosok & Pelicin","5"
"1198","I06100103","Pembersih Cair","5"
"1199","I06100104","Perawatan Bahan Kulit","5"
"1200","I06100105","Kain & Handuk Pembersih","5"
"1201","I06100106","Kantong Sampah","5"
"1202","I06100107","Ember Plastik","5"
"1203","I06100108","Sapu, Kain Pel & Sweeper","5"
"1204","I06100109","Sikat Pembersih","5"
"1205","I06100110","Kemoceng & Serok Sampah","5"
"1206","I06100111","Pendorong","5"
"1207","I061002","Aksesoris Laundry","4"
"1208","I06100201","Rak Pengering","5"
"1209","I06100202","Gantungan Baju","5"
"1210","I06100203","Papan Setrika","5"
"1211","I06100204","Kantung Laundry","5"
"1212","I06100205","Aksesoris lainnya","5"
"1213","I061003","Kantong Belanja","4"
"1214","I061004","Tempat Sampah","4"
"1215","I0611","Perawatan Jendela","3"
"1216","I0612","Perangkat Cat","3"
"1217","I0613","Senter","3"
"1218","I0614","Bahan Bangunan","3"
"1219","I0615","Elektrik","3"
"1220","I061501","Breaker, Pusat Tenaga & Sekring Listrik","4"
"1221","I061502","Kabel, Tali & Adaptor","4"
"1222","I061503","Lampu Isi Ulang","4"
"1223","I061504","Baterai","4"
"1224","I061505","Aksesoris Elektrik Lainnya","4"
"1225","I0616","Garasi & Penyimpanan Alat-Alat","3"
"1226","I061601","Rak Sepeda & Olahraga","4"
"1227","I061602","Lantai Garasi & Karpet","4"
"1228","I061603","Alat Penyimpanan Portabel","4"
"1229","I061604","Rak & Tempat Sampah","4"
"1230","I061605","Kaitan","4"
"1231","I061606","Lemari & Kotak Alat - alat Perkakas","4"
"1232","I061607","Penyangga Alat Perkakas","4"
"1233","I061608","Lemari Penyimpanan Alat","4"
"1234","I061609","Garasi","4"
"1235","I061610","Meja Kerja","4"
"1237","I0701","Tanaman & Alat Berkebun","3"
"1239","I0801","Anjing","3"
"1240","I080101","Tempat tidur & Aksesoris","4"
"1241","I080102","Rantai dan Pengaman","4"
"1242","I080103","Makanan & Cemilan","4"
"1243","I080104","Mainan","4"
"1244","I080105","Perawatan Hewan","4"
"1245","I080106","Pengangkut Anjing","4"
"1246","I0802","Kucing","3"
"1247","I080201","Tempat tidur & Aksesoris","4"
"1248","I080202","Rantai dan Pengaman","4"
"1249","I080203","Makanan & Cemilan","4"
"1250","I080204","Mainan","4"
"1251","I080205","Perawatan Hewan","4"
"1252","I080206","Pengangkut Kucing","4"
"1253","I0803","Burung, Ikan & Hewan Kecil Lainnya","3"
"1254","I080301","Tempat tidur & Aksesoris","4"
"1255","I080302","Rantai dan Pengaman","4"
"1256","I080303","Makanan & Cemilan","4"
"1257","I080304","Mainan","4"
"1258","I080305","Perawatan Hewan","4"
"1259","I0804","Akuarium & Aksesoris","3"
"1261","I0901","Penyimpanan & Pengaturan","3"
"1262","I0902","Penerangan","3"
"1264","I1001","Hadiah & Suvenir","3"
"1267","J0101","Wanita","3"
"1268","J010101","Handbags","4"
"1269","J010102","Clutches","4"
"1270","J010103","Wallets","4"
"1271","J010104","Utility","4"
"1272","J010105","Backpack","4"
"1273","J010106","Shoulder Bags","4"
"1274","J010107","Sling Bags","4"
"1275","J010108","Tote Bags","4"
"1276","J010109","Satchel Bags","4"
"1277","J010110","Hobo Bags","4"
"1278","J010111","Vanity Kits","4"
"1279","J0102","Pria","3"
"1280","J010201","Backpacks","4"
"1281","J010202","Shoulder Bags","4"
"1282","J010203","Collage Bags","4"
"1283","J010204","Coin Purses & Pouches","4"
"1284","J010205","Wallets","4"
"1285","J010206","Travel Bags","4"
"1286","J010207","Overnighters","4"
"1287","J010208","Hiking Bags","4"
"1288","J010209","Card Cases","4"
"1289","J010210","Sport Bags","4"
"1290","J010211","Messanger Bags","4"
"1291","J0103","Anak-anak","3"
"1292","J010301","Card Cases","4"
"1293","J010302","Softside","4"
"1294","J010303","Hardside","4"
"1295","J010304","Carry on","4"
"1296","J010305","Rolling Uprights","4"
"1297","J010306","Spinners","4"
"1298","J010307","Luggage Sets","4"
"1299","J010308","Travel Accessories","4"
"1301","J0201","Kunci","3"
"1302","J0202","Timbangan","3"
"1303","J0203","Tali Strap","3"
"1304","J0204","Tag","3"
"1305","J0205","Travel Organizer","3"
"1306","J0206","Sampul Paspor","3"
"1307","J0207","Lainnya","3"
"1310","K0101","Fitness","3"
"1311","K010101","Yoga","4"
"1312","K010102","Pilates","4"
"1313","K010103","Peralatan Latihan Cardio","4"
"1314","K010104","Aksesoris","4"
"1315","K0102","Tenis","3"
"1316","K010201","Bola","4"
"1317","K010202","Raket","4"
"1318","K010203","Net","4"
"1319","K010204","Peralatan Latihan","4"
"1320","K010205","Aksesoris","4"
"1321","K0103","Badminton","3"
"1322","K010301","Bola","4"
"1323","K010302","Raket","4"
"1324","K010303","Net","4"
"1325","K0104","Sepak Bola","3"
"1326","K010401","Gawang","4"
"1327","K01040101","Gawang Portable","5"
"1328","K01040102","Gawang Portable","5"
"1329","K01040103","Aksesoris","5"
"1330","K010402","Aksesoris Pelindung","4"
"1331","K01040201","Sarung Tangan Kiper","5"
"1332","K01040202","Pelindung Kepala","5"
"1333","K01040203","Pelindung Kaki","5"
"1334","K010403","Bantuan Pelatihan","4"
"1335","K01040301","Peralatan Pelatihan","5"
"1336","K01040302","Jaring Gawang","5"
"1337","K01040303","Rompi Sepak Bola","5"
"1338","K01040304","Alat Bantu Ketangkasan","5"
"1339","K010404","Aksesoris","4"
"1340","K01040401","Peralatan Pelatihan","5"
"1341","K01040402","Rak Penyimpanan Bola","5"
"1342","K01040403		","Stadion & Bantal Kursi","5"
"1343","K0105","Bola Basket","3"
"1344","K010501","Backboards & Sistem","4"
"1345","K01050101","Hoop Portable","5"
"1346","K01050102","Sistem In-Ground","5"
"1347","K01050103","Rim & Net","5"
"1348","K01050104","Papan Bola Basket","5"
"1349","K01050105","Door Hoop","5"
"1350","K01050106","Aksesoris","5"
"1351","K010502","Basketball","4"
"1352","K01050201","Bola Basket Outdoor","5"
"1353","K01050202","Bola Basket Indoor","5"
"1354","K01050203","Bola Basket Indoor + Outdoor","5"
"1355","K01050204","Bola Basket Kecil","5"
"1356","K01050205","Penyimpanan Bola & Rak","5"
"1357","K010503","Peralatan Latihan","4"
"1358","K01050301","Alat Bantu Ketangkasan","5"
"1359","K01050302","Papan Skor","5"
"1360","K0106","Bola Voli","3"
"1361","K010601","Lapangan & Peralatan Latihan","4"
"1362","K01060101","Alat Bantu Ketangkasan","5"
"1363","K01060102","Bola Voli Set & Net","5"
"1364","K01060103","Bola Voli Cart","5"
"1365","K010602","Bola Voli","4"
"1366","K01060201","Bola Voli Pantai","5"
"1367","K01060202","Bola Voli Indoor & Outdoor","5"
"1368","K01060203","Bola Voli Indoor","5"
"1369","K01060204","Bola Voli untuk Latihan","5"
"1370","K01060205","Rak Penyimpanan Bola","5"
"1371","K0107","Tenis Meja","3"
"1372","K010701","Bola","4"
"1373","K010702","Net","4"
"1374","K010703","Tas & Penutup","4"
"1375","K010704","Bat","4"
"1376","K010705","Meja Ganti Popok Bayi","4"
"1377","K010706","Aksesoris","4"
"1378","K0108","Lari","3"
"1379","K010801","Sabuk Lari & Tas","4"
"1380","K010802","Sleeve Tangan & Kaki","4"
"1381","K010803","Peralatan Elektronik","4"
"1382","K010804","Aksesoris Reflektif","4"
"1383","K0109","Renang","3"
"1384","K010901","Tas","4"
"1385","K010902","Fin & Floaties","4"
"1386","K010903","Kacamata Renang","4"
"1387","K010904","Penutup Kepala","4"
"1388","K01090401","Penutup Stretch","5"
"1389","K01090402","Penutup Strap","5"
"1390","K0110","Golf","3"
"1391","K011001","Bola","4"
"1392","K011002","Stik Tongkat Golf","4"
"1393","K011003","Sarung Tangan & Kaos","4"
"1394","K011004","Peralatan Latihan Golf","4"
"1395","K011005","Rangefinder","4"
"1396","K011006","Tas Golf & Penutup","4"
"1397","K011007","Aksesoris","4"
"1398","K0111","Bela Diri","3"
"1399","K011101","Sarung Tangan & Bantalan Target","4"
"1400","K011102","Peralatan Tanding","4"
"1401","K011103","Aksesoris","4"
"1402","K0112","Squash","3"
"1403","K011201","Bola & Kacamata","4"
"1404","K011202","Raket","4"
"1405","K011203","Tas Raket","4"
"1406","K0113","Cricket","3"
"1407","K011301","Tas Raket","4"
"1408","K011302","Bola","4"
"1409","K011303","Bat","4"
"1410","K011304","Sarung Tangan","4"
"1411","K011305","Set","4"
"1412","K011306","Penjaga Gawang","4"
"1413","K011307","Aksesoris","4"
"1414","K0114","Tinju","3"
"1415","K011401","Sarung Tangan","4"
"1416","K011402","Peralatan Gym Tinju","4"
"1417","K011403","Bantalan Tinju","4"
"1418","K011404","Aksesoris Pelindung Tinju","4"
"1419","K011405","Pukulan Mitt","4"
"1420","K011406","Tas Tinju & Aksesoris","4"
"1421","K0115","Rugby","3"
"1422","K011501","Bola","4"
"1423","K011502","Peralatan Rugby","4"
"1424","K0116","Peralatan Olahraga Lainnya","3"
"1426","K0201","Helm & Pelindung","3"
"1427","K020101","Helm","4"
"1428","K020102","Rompi Safety","4"
"1429","K020103","Pelindung Tubuh & Pad","4"
"1430","K020104","Masker Polusi","4"
"1431","K0202","Ikat Kepala","3"
"1432","K0203","Wristband","3"
"1434","K0301","Olahraga Sepeda","3"
"1435","K030101","Sepeda & Skuter","4"
"1436","K030102","Komponen Sepeda","4"
"1437","K030103","Aksesoris Sepeda","4"
"1438","K0302","Mendaki","3"
"1439","K0303","Skuter & Ride-On","3"
"1440","K030301","Ride-On","4"
"1441","K030302","Skuter","4"
"1442","K030303","Trike","4"
"1443","K0304","Olahraga Skateboard","3"
"1444","K030401","Parts","4"
"1445","K030402","Skateboard","4"
"1446","K030403","Aksesoris","4"
"1447","K0305","Olahraga Air","3"
"1448","K030501","Boarding","4"
"1449","K030502","Boating","4"
"1450","K030503","Diving & Snorkeling","4"
"1451","K030504","Jaket Pelampung","4"
"1452","K030505","Towable","4"
"1453","K0306","Memancing & Berlayar","3"
"1454","K030601","Berlayar","4"
"1455","K030602","Aksesoris Memancing & Berlayar","4"
"1456","K030603","Jaket Pelampung","4"
"1457","K030604","Tongkat & Kail Pancing","4"
"1458","K030605","Tackle","4"
"1459","K0307","Permainan Outdoor","3"
"1460","K030701","Permainan Lapangan","4"
"1461","K030702","Area Bermain","4"
"1462","K030703","Permainan Kolam & Pantai","4"
"1465","DC0302","Pakaian Tidur","3"
"1466","DC0301","Pakaian Dalam","3"
"1468","C040101","Atasan","3"
"1469","C040102","Bawahan","3"
"1470","C040103","Jaket","3"
"1471","C040104","Pakaian Dalam","3"
"1472","C040105","Etnik","3"
"1473","C040106","Pakaian Olahraga","3"
"1474","C040107","Lainnya","3"
"1475","C040108","Pakaian Renang","3"
"1477","DC0702","Pakaian Tidur","3"
"1478","DC0701","Pakaian Dalam","3"
"1480","L0101","Mainan Anak Laki-laki","3"
"1481","L010101","Die Cast","4"
"1482","L010102","Remote Control","4"
"1483","L010103","Battery Operated","4"
"1484","L010104","Mainan Edukatif Tarik","4"
"1485","L010105","Mainan Koleksi","4"
"1486","L0102","Mainan Anak Perempuan","3"
"1487","L010201","Boneka & Rumah Boneka","4"
"1488","L010202","Mainan Boneka","4"
"1489","L01020201","Boneka Binatang","5"
"1490","L01020202","Mainan Boneka","5"
"1491","L0103","Action Figure","3"
"1492","L0104","Mainan Edukasi","3"
"1493","L010401","Mainan Blok","4"
"1494","L010402","Lilin","4"
"1495","L010403","Seni & Kerajinan Tangan","4"
"1496","L010404","Permainan Set","4"
"1497","L010405","Lainnya","4"
"1498","L0105","Papan Permainan","3"
"1499","L010501","Permainan Elektronik","4"
"1500","L010502","Permainan Non-Elektronik","4"
"1501","L010503","Papan","4"
"1502","L0106","Mainan Outdoor","3"
"1503","L010601","Sepeda & Skuter","4"
"1504","L010602","Play","4"
"1505","L010603","Kolam Renang & Aksesoris","4"
"1506","L010604","Ride On","4"
"1507","L010605","Skateboard","4"
"1508","L010606","Lainnya","4"
"1509","L0107","Mainan Boneka","3"
"1510","L010701","Boneka Binatang","4"
"1511","L010702","Boneka Karakter","4"
"1512","L010703","Lainnya","4"
"1513","L0108","Permainan Kayu","3"
"1515","C040201","Atasan","3"
"1516","C040202","Bawahan","3"
"1517","C040203","Jaket","3"
"1518","C040204","Pakaian Dalam","3"
"1519","C040205","Etnik","3"
"1520","C040206","Pakaian Olahraga","3"
"1521","C040207","Lainnya","3"
"1522","C040208","Pakaian Renang","3"
"1524","L0201","Pakaian Bayi","3"
"1525","L020101","Essensi","4"
"1526","L020102","Kemeja","4"
"1527","L020103","Kaos","4"
"1528","L020104","Layette","4"
"1529","L020105","Jaket & Sweater","4"
"1530","L020106","Celana Jeans","4"
"1531","L020107","Booties","4"
"1532","L020108","Sepatu Anak Laki-laki","4"
"1533","L020109","Jumper & Rompi","4"
"1534","L020110","Pakaian Bermain","4"
"1535","L020111","Pakaian Musim Hujan","4"
"1536","L0202","Perlengkapan Bayi","3"
"1537","L020201","Kursi Mobil","4"
"1538","L020202","Alat Pengangkut","4"
"1539","L020203","Kursi","4"
"1540","L020204","Kereta Bayi","4"
"1541","L020205","Walker & Bouncer","4"
"1542","L020206","Aksesoris Perlengkapan Bayi","4"
"1543","L0203","Perlengkapan & Perawatan Bayi","3"
"1544","L020301","Bedak Bayi","4"
"1545","L020302","Minyak Esensial Mandi Bayi","4"
"1546","L020303","Handuk & Jubah","4"
"1547","L020304","Bak Mandi & Aksesoris","4"
"1548","L020305","Sabun","4"
"1549","L020306","Cotton Buds","4"
"1550","L020307","Aksesoris Perawatan","4"
"1551","L020308","Lotion & Krim","4"
"1552","L020309","Minyak Pijat","4"
"1553","L020310","Shampo","4"
"1554","L0204","Popok & Perlengkapan Buang Air","3"
"1555","L020401","Tas Popok","4"
"1556","L020402","Popok","4"
"1557","L02040201","Popok Celana","5"
"1558","L02040202","Popok Perekat","5"
"1559","L02040203","Popok Renang Bayi","5"
"1560","L02040204","Popok Combo","5"
"1561","L02040205","Popok Dewasa","5"
"1562","L020503","Botol & Aksesoris","4"
"1563","L020504","Pompa ASI & Aksesoris","4"
"1564","L020505","Sterilizer & Penghangat","4"
"1565","L020506","Alat Makan Bayi","4"
"1566","L0205","Perlengkapan Makan","3"
"1567","L020501","Alat Pengolah Makanan Bayi","4"
"1568","L020502","Bibs & Hankies","4"
"1569","L020503","Botol & Aksesoris","4"
"1570","L02050301","Botol & Aksesoris","5"
"1571","L02050302","Dot","5"
"1572","L02050303","Setir & Aksesoris","5"
"1573","L02050304","Aksesoris Perawatan","5"
"1574","L02050305","Botol Penyimpan ASI","5"
"1575","L02050306","Empeng","5"
"1576","L020504","Pompa ASI & Aksesoris","4"
"1577","L020505","Sterilizer & Penghangat","4"
"1578","L02050502","Penghangat","5"
"1579","L02050501","Sterilizer","5"
"1580","L020506","Alat Makan Bayi","4"
"1581","L02050601","Cangkir","5"
"1582","L02050602","Piring","5"
"1583","L02050603","Mangkuk Makanan","5"
"1584","L02050604","Set","5"
"1585","L020507","Susu Formula & Makanan Bayi","4"
"1586","L02050701","Susu Formula","5"
"1587","L02050702","Makanan Bayi","5"
"1588","L02050703","Makanan Balita","5"
"1589","L02050704","Minuman dan Jus","5"
"1590","L02050705","Suplemen Gizi","5"
"1591","L02050706","Susu Formula Pertumbuhan","5"
"1592","L02050707","Susu Formula Ibu","5"
"1593","L020508","Kursi Bayi","4"
"1594","L0206","Kamar Anak","3"
"1595","L020601","Tempat Tidur","4"
"1596","L02060101","Set","5"
"1597","L02060102","Selimut","5"
"1598","L02060103","Bantal","5"
"1599","L02060104","Kantong Tidur","5"
"1600","L02060105","Aksesoris Lainnya","5"
"1601","L020602","Keranjang & Ayunan Bayi","4"
"1602","L020604","Bassinet & Crady","4"
"1603","L020605","Meja Ganti Popok Bayi","4"
"1604","L0207","Kesehatan & Keamanan Bayi","3"
"1605","L020701","Keamanan Bayi","4"
"1606","L020702","Pembersih","4"
"1607","L020703","Perawatan Mulut","4"
"1608","L02070301","Sikat Gigi","5"
"1609","L02070302","Pasta Gigi","5"
"1610","L020704","Teether & Soother","4"
"1611","L02070401","Teether","5"
"1612","L02070402","Soother","5"
"1613","L02070403","Pertolongan Pertama","5"
"1614","L02070404","Monitor Bayi","5"
"1615","L0208","Perlengkapan Kehamilan","3"
"1616","L020801","Aksesoris Kehamilan","4"
"1617","L020802","Pelembab & Krim","4"
"1618","L020803","Bantal Hamil","4"
"1619","L020804","Ikat Pinggang Ibu Hamil","4"
"1620","L020805","Alas & Dot Payudara","4"
"1621","L020806","Pakaian Hamil","4"
"1623","C040301","Tas","3"
"1624","C040302","Topi","3"
"1625","C040303","Sunglass","3"
