"id","code","name","level"
"1626","C040304","Ikat Pinggang","3"
"1627","C040305","Aksesoris Lainnya","3"
"1629","C040401","Tas","3"
"1630","C040402","Topi","3"
"1631","C040403","Aksesoris Rambut","3"
"1632","C040404","Sunglass","3"
"1633","C040405","Ikat Pinggang","3"
"1634","C040406","Aksesoris Lainnya","3"
"1636","DC0806","Kaus Kaki","3"
"1637","C040501","Sepatu Olahraga","3"
"1638","C040502","Boots","3"
"1639","C040503","Sneakers","3"
"1640","C040504","Sandal","3"
"1641","C040505","Slip-on","3"
"1643","C040601","Sepatu Olahraga","3"
"1644","DC0405","Sandal","3"
"1645","DC0407","Kaus Kaki","3"
"1646","C040602","Boots","3"
"1647","C040603","Sneakers","3"
"1648","C040604","Flat Shoes","3"
"1649","C040605","Slip-on","3"
"1652","M0101","Perawatan Mobil","3"
"1653","M010101","Set Perawatan Mobil","4"
"1654","M010102","Perawatan Eksterior","4"
"1655","M010103","Perawatan Kaca","4"
"1656","M010104","Perawatan Interior","4"
"1657","M0102","Aksesoris Eksterior","3"
"1658","M010201","Penutup Mobil","4"
"1659","M010202","Deflektor & Pelindung","4"
"1660","M010203","Grille & Pelindung Grille","4"
"1661","M010204","Lampu & Aksesoris Lampu","4"
"1662","M010205","Running Board & Pijakan","4"
"1663","M010206","Alat Derek","4"
"1664","M0103","Aksesoris Interior","3"
"1665","M010301","Penyegar Udara","4"
"1666","M010302","Alas Bagasi","4"
"1667","M010303","Alas Dashboard","4"
"1668","M010304","Alas Lantai","4"
"1669","M010305","Alat Pengukur Kecepatan","4"
"1670","M010306","Penutup Kursi","4"
"1671","M010307","Setir & Aksesoris","4"
"1672","M0104","Aksesoris Truk","3"
"1673","M010401","Cargo Management","4"
"1674","M010402","Deflektor & Pelindung","4"
"1675","M010403","Grille & Pelindung Grille","4"
"1676","M010404","Terpal","4"
"1677","M010405","Alat Derek","4"
"1678","M010406","Roda Truk","4"
"1680","M0201","GPS Mobil","3"
"1681","M0202","GPS Golf","3"
"1682","M0203","GPS Sepeda","3"
"1684","M0301","Aksesoris","3"
"1685","M0302","Helm","3"
"1686","M0303","Jaket","3"
"1687","M0304","Celana","3"
"1688","M0305","Peralatan Pelindung","3"
"1690","M0401","Oli & Cairan Lainnya","3"
"1692","M0501","Perawatan Cat, Bodi & Trim","3"
"1694","M0601","Sistem Rem","3"
"1695","M0602","Sistem Pembuangan","3"
"1696","M0603","Filter","3"
"1697","M0604","Penerangan","3"
"1698","M0605","Shock Breaker","3"
"1699","M0606","Suspensi & Chassis","3"
"1700","M0607","Wiper","3"
"1702","M0701","Peralatan Uji & Diagnosa","3"
"1703","M0702","Peralatan Mesin","3"
"1704","M0703","Toko & Garasi","3"
"1705","M0704","Perkakas Tangan","3"
"1706","M0705","Jump Stater, Charger Baterai & Daya Portabel","3"
"1707","M0706","Perkakas Roda & Ban","3"
"1709","M0801","Roda Mobil","3"
"1710","M0802","Roda Truk","3"
"1711","M0803","Roda SUV","3"
"1712","M0804","Velg & Ban Mobil, Truk & SUV","3"
"1713","M0805","Aksesoris","3"
"1714","M0806","Rantai Salju","3"
"1715","M0807","Tire Pressure Monitoring (TPMS)","3"
"1716","M0808","Perawatan Roda & Ban","3"
"1718","M0901","Aksesoris & Suku Cadang Jeep","3"
"1719","M0902","Aksesoris & Suku Cadang RV","3"
"1720","M0903","Elektronik Pelayaran","3"
"1721","M0904","Elektronik Mobil","3"
"1722","M0905","Stereo Mobil","3"
"1723","M0906","Speaker Mobil","3"
"1724","M0907","Kamera Video Mobil","3"
"1725","M0908","Amplifier Mobil","3"
"1726","M0909","Subwoofer Mobil","3"
"1727","M0910","Detektor Radar","3"
"1728","M0911","Radio Satelit","3"
"1731","N0101","Bahan Pembuat Kue","3"
"1732","N010101","Tepung","4"
"1733","N010102","Pelapis","4"
"1734","N010103","Pewarna Makanan","4"
"1735","N010104","Lainnya","4"
"1736","N0102","Biskuit & Wafer","3"
"1737","N0103","Makanan Ringan","3"
"1738","N0104","Permen & Coklat","3"
"1739","N0105","Pelengkap Sarapan","3"
"1740","N010501","Teh & Kopi","4"
"1741","N010502","Mentega & Margarin","4"
"1742","N010503","Selai","4"
"1743","N0106","Minyak Goreng","3"
"1744","N0107","Beras & Biji-bijian","3"
"1745","N0108","Mie & Pasta","3"
"1746","N0109","Makanan Kaleng","3"
"1747","N010901","Buah","4"
"1748","N010902","Daging & Ikan","4"
"1749","N0110","Makanan Diet","3"
"1750","N0111","Saus & Bumbu Pelengkap","3"
"1751","N0112","Rokok","3"
"1753","N0201","Minuman Berkarbonasi","3"
"1754","N0202","Jus & Sirup","3"
"1755","N0203","MInuman Bubuk","3"
"1756","N0204","Air Mineral","3"
"1757","N0205","Susu","3"
"1758","N020501","Tetrapack & UHT","4"
"1759","N020502","Susu Botol","4"
"1760","N020503","Susu Kaleng","4"
"1763","P0101","Fiksi","3"
"1764","P010101","Aksi & Petualangan","4"
"1765","P010102","Fiksi Ilmiah","4"
"1766","P010103","Komik","4"
"1767","P010104","Novel","4"
"1768","P010105","Thriller","4"
"1769","P010106","Romantika","4"
"1770","P0102","Edukasi & Teknologi","3"
"1771","P010201","Teknik","4"
"1772","P010202","Komputer","4"
"1773","P010203","Transportasi","4"
"1774","P0103","Kesehatan & Fitness","3"
"1775","P010301","Kedokteran","4"
"1776","P010302","Diet","4"
"1777","P010303","Olahraga","4"
"1778","P010304","Kesehatan","4"
"1779","P010305","Fitness","4"
"1780","P0104","Agama & Spiritual","3"
"1781","P010401","Islam","4"
"1782","P010402","Kristen","4"
"1783","P010403","Hindu","4"
"1784","P010404","Buddha","4"
"1785","P010405","New Age","4"
"1786","P010406","Lainnya","4"
"1787","P0105","Sosial - Politik & Ekonomi","3"
"1788","P0106","Sejarah & Biografi","3"
"1789","P0107","Buku Musik","3"
"1791","P0201","Majalah Lifestyle & Gosip","3"
"1792","P0202","Majalah Kesehatan & Olahraga","3"
"1793","P0203","Otomotif","3"
"1794","P0204","Pengantin & Pernikahan","3"
"1795","P0205","Fashion & Style","3"
"1796","P0206","Orang Tua & Keluarga","3"
"1797","P0207","Majalah Pria","3"
"1798","P0208","Ekonomi & Teknologi","3"
"1799","P0209","Majalah Musik","3"
"1800","P0210","Lainnya","3"
"1802","P0301","Instrumen Musik","3"
"1803","P030101","Headphone Pro & DJ","4"
"1804","P030102","Gitar","4"
"1805","P030103","Gitar Bass","4"
"1806","P030104","Woodwind","4"
"1807","P030105","Peralatan Rekaman","4"
"1808","P030106","Drum & Perkusi","4"
"1809","P030107","Keyboard & Piano","4"
"1810","P030108","DJ, Karaoke & Musik Elektronik","4"
"1811","P030109","Band & Orkestra","4"
"1812","P030110","Sound System Panggung","4"
"1813","P030111","Aksesoris Instrumen Musik","4"
"1814","P030112","Lainnya","4"
"1816","P0401","Aksi","3"
"1817","P0402","Komedi Romantis","3"
"1818","P0403","Drama","3"
"1819","P0404","Edukasi & Teknologi","3"
"1820","P0405","Horor","3"
"1821","P0406","Romantika","3"
"1822","P0407","Komedi Romantis","3"
"1823","P0408","Fiksi Ilmiah","3"
"1824","P0409","Lainnya","3"
"1826","P0501","Mewarnai","3"
"1827","P050101","Pensil Warna","4"
"1828","P050102","Krayon","4"
"1829","P050103","Oil Pastel","4"
"1830","P050104","Buku Mewarnai","4"
"1831","P050105","Buku Gambar","4"
"1832","P050106","Buku Sketsa","4"
"1833","P0502","Peralatan Menulis","3"
"1834","P050201","Pena & Ballpoint","4"
"1835","P050202","Pensil","4"
"1836","P050203","Spidol","4"
"1837","P050204","Highlighter","4"
"1838","P050205","Penanda Berwarna","4"
"1839","P050206","Gel & Ink","4"
"1842","Q0101","Donation","3"
